sk_id_curr,target
102029,0.008601723
102051,0.156805574
102052,0.008577667
102054,0.013265039
102062,0.039117773
102067,0.207242283
102068,0.158720164
102070,0.047275233
102090,0.103659265
102092,0.048416183
102099,0.110725389
102100,0.054564727
102112,0.195202271
102113,0.025972965
102122,0.29345321
102123,0.037941808
102125,0.042168846
102126,0.100581803
102146,0.020854105
102147,0.094099352
102151,0.032226728
102158,0.173036788
102159,0.01678029
102162,0.051272568
102165,0.031634255
102166,0.021940456
102174,0.009437388
102193,0.220361063
102198,0.040025678
102205,0.247128054
102206,0.008221808
102218,0.01654006
102221,0.015450942
102230,0.05317813
102238,0.028443088
102248,0.036458758
102252,0.209251108
102259,0.045041526
102262,0.081163971
102273,0.042111452
102286,0.129658615
102293,0.008012699
102294,0.031697449
102296,0.074984181
102298,0.114147357
102303,0.014638879
102309,0.043996843
102315,0.022016817
102340,0.03884598
102342,0.070738518
102344,0.030794309
102346,0.079132356
102347,0.015224488
102374,0.087103118
102380,0.023027207
102387,0.010372317
102393,0.030115665
102403,0.011993304
102413,0.052678191
102414,0.007524978
102415,0.045459044
102416,0.139832662
102439,0.021382522
102441,0.026753872
102443,0.015200685
102444,0.059304094
102445,0.091662448
102448,0.02192311
102449,0.126237284
102450,0.237223657
102456,0.021287702
102458,0.084817714
102459,0.09876057
102465,0.036151638
102470,0.210589071
102471,0.019845071
102475,0.036120437
102476,0.344130091
102506,0.030814726
102509,0.038231899
102519,0.020145075
102522,0.027994988
102545,0.052569272
102549,0.028880353
102562,0.008847789
102563,0.017364842
102568,0.097599074
102582,0.039464668
102592,0.009445726
102597,0.071133228
102605,0.018478541
102614,0.026199353
102617,0.059397718
102634,0.036270636
102652,0.022541694
102655,0.007060548
102671,0.05277935
102694,0.114577686
102701,0.04421113
102703,0.007752048
102704,0.020699251
102713,0.019361196
102720,0.051032627
102731,0.023301864
102733,0.034690686
102749,0.019246558
102755,0.130180918
102763,0.01960387
102770,0.050927424
102772,0.093734566
102799,0.100574776
102838,0.012030985
102854,0.024987121
102862,0.270687257
102863,0.02924111
102867,0.008485972
102868,0.008566318
102878,0.064840798
102887,0.016638503
102898,0.357985726
102904,0.076962537
102912,0.033181135
102919,0.029175739
102927,0.126438241
102932,0.058041921
102933,0.056354862
102935,0.01140947
102958,0.048921019
102969,0.287077155
102971,0.025427144
102975,0.086544178
102979,0.030467228
102982,0.007240863
102987,0.136403094
102989,0.050821623
102995,0.066997035
102996,0.016965796
103000,0.057043183
103001,0.033981835
103004,0.012226571
103010,0.012366864
103025,0.203449062
103029,0.013841991
103046,0.059444559
103056,0.025694522
103062,0.100481755
103078,0.015042566
103083,0.012344857
103092,0.092296675
103096,0.039539931
103097,0.067957725
103102,0.31767564
103112,0.047147561
103132,0.027231749
103144,0.067414983
103145,0.144721315
103146,0.011616547
103147,0.039695488
103158,0.024196661
103171,0.119142391
103173,0.022483811
103184,0.025742078
103195,0.087347883
103196,0.067549028
103206,0.020761395
103230,0.273390141
103231,0.211189808
103232,0.013993465
103239,0.08501286
103240,0.095705217
103243,0.012462874
103252,0.101006424
103258,0.031782323
103259,0.113340705
103279,0.013363379
103280,0.007757177
103286,0.051374053
103287,0.470833351
103290,0.011692341
103298,0.014787183
103315,0.006479781
103319,0.022502134
103334,0.311042717
103336,0.052023826
103345,0.055043044
103368,0.014615054
103371,0.272151463
103377,0.017500906
103398,0.02760474
103404,0.070872676
103408,0.18960335
103410,0.041130628
103418,0.020060489
103420,0.223067716
103432,0.060224932
103433,0.025456136
103436,0.022100221
103440,0.02272074
103453,0.025981731
103459,0.037166073
103460,0.025922907
103461,0.007691622
103462,0.019553661
103473,0.135539856
103474,0.02432011
103475,0.170651688
103478,0.069075073
103480,0.051072052
103484,0.014471191
103494,0.16687247
103513,0.04693085
103515,0.074629368
103516,0.118026694
103525,0.060473275
103541,0.140944839
103544,0.006871596
103562,0.497663883
103570,0.232550306
103572,0.127152021
103574,0.020480475
103575,0.063948351
103591,0.127138066
103594,0.010675854
103609,0.063654479
103613,0.188738493
103614,0.042264496
103615,0.055303113
103624,0.060221478
103625,0.145894658
103628,0.177162683
103629,0.011990728
103647,0.068355282
103648,0.06045979
103651,0.021923651
103658,0.021689621
103668,0.081222767
103669,0.045067269
103676,0.030010429
103682,0.030373367
103683,0.057976913
103689,0.020500539
103725,0.053859592
103733,0.155421348
103744,0.0329611
103762,0.216258438
103771,0.443823954
103773,0.005301983
103783,0.042653589
103784,0.084672758
103808,0.012193651
103812,0.041529602
103813,0.097129795
103814,0.060772695
103818,0.054992519
103824,0.009826835
103828,0.01063749
103830,0.429349653
103840,0.021326035
103842,0.137318727
103847,0.117760668
103848,0.116709126
103851,0.02726468
103854,0.104820053
103857,0.133522736
103861,0.01181845
103862,0.028371593
103865,0.023835108
103870,0.008684756
103876,0.014264235
103891,0.322452876
103908,0.056049935
103914,0.07688903
103918,0.080794076
103940,0.013836541
103963,0.0817725
103966,0.046088228
103971,0.133471398
103980,0.078415325
103984,0.043828231
103985,0.027546317
103998,0.268448619
104019,0.010320704
104026,0.020586026
104035,0.119652016
104044,0.045642797
104045,0.090210335
104047,0.131177559
104051,0.013707234
104058,0.047522747
104063,0.014246295
104066,0.352914126
104087,0.018517475
104089,0.060759359
104095,0.048811868
104098,0.142211928
104104,0.039474246
104110,0.210100324
104120,0.020112633
104122,0.056755222
104131,0.032069856
104132,0.069811696
104135,0.027697191
104136,0.009643575
104149,0.067529617
104150,0.053011953
104156,0.403595655
104165,0.071606362
104175,0.023508255
104179,0.080630378
104184,0.150187599
104206,0.013948168
104216,0.483891541
104230,0.158863862
104257,0.020243233
104272,0.024463065
104273,0.063263729
104278,0.038718949
104294,0.067334785
104295,0.024129976
104297,0.033202625
104298,0.053352443
104308,0.020622899
104318,0.026321141
104319,0.104461392
104320,0.068922489
104327,0.076397455
104334,0.056019771
104344,0.034174323
104350,0.029697143
104351,0.137070639
104354,0.057069774
104369,0.14687821
104376,0.162239398
104381,0.030425862
104384,0.123425335
104391,0.024426256
104394,0.029639299
104398,0.43046004
104402,0.006506857
104408,0.051724352
104409,0.01429304
104410,0.694761299
104412,0.057123831
104417,0.111878592
104424,0.047835781
104426,0.009387825
104435,0.067510541
104445,0.025433124
104458,0.017177817
104460,0.025992856
104466,0.01610147
104472,0.052075807
104473,0.088043716
104479,0.01135236
104480,0.01354786
104482,0.039316682
104499,0.008418154
104501,0.012804135
104502,0.017076246
104506,0.139538702
104510,0.005576373
104512,0.037495867
104520,0.192487375
104528,0.038409548
104529,0.011138987
104541,0.081720348
104578,0.014039473
104584,0.082195344
104588,0.119487948
104602,0.168271004
104610,0.015434517
104611,0.216228785
104618,0.056494245
104620,0.055405739
104622,0.014992454
104624,0.035735246
104625,0.018507994
104634,0.079449662
104639,0.09318818
104646,0.01177781
104647,0.05066108
104652,0.019730801
104670,0.055293965
104677,0.006318321
104685,0.070578492
104691,0.025490683
104696,0.187360792
104699,0.010054575
104712,0.06058844
104714,0.015196395
104717,0.087789905
104718,0.011136199
104740,0.048253721
104741,0.044662816
104743,0.006364038
104744,0.009446547
104747,0.088019514
104767,0.028441562
104772,0.151289148
104776,0.231295041
104779,0.017219078
104814,0.016631319
104815,0.017703638
104830,0.037610477
104831,0.075085408
104833,0.036741855
104839,0.01360413
104840,0.015729596
104860,0.125679053
104861,0.025594828
104866,0.058454924
104870,0.013282551
104877,0.035635832
104878,0.01475798
104879,0.035907488
104880,0.146268956
104899,0.012726993
104906,0.02543038
104907,0.052524257
104913,0.116308002
104916,0.125364316
104921,0.034429644
104930,0.033991978
104931,0.40305024
104936,0.014004441
104937,0.017436599
104942,0.011319165
104943,0.069425159
104969,0.063044823
104972,0.376186927
104988,0.071051725
105013,0.016159554
105015,0.012543133
105019,0.047112572
105027,0.04100413
105030,0.085927761
105035,0.289971981
105041,0.032651905
105051,0.467245748
105056,0.030841985
105067,0.554692211
105071,0.039869215
105072,0.017535154
105074,0.06295881
105091,0.043462324
105101,0.019811158
105103,0.064069569
105134,0.038562338
105139,0.010392483
105142,0.123166187
105146,0.050463311
105163,0.157041608
105168,0.051972785
105172,0.017795254
105176,0.29996892
105195,0.036274628
105196,0.304786093
105197,0.018898066
105203,0.0937693
105223,0.053374659
105227,0.229983591
105228,0.014618508
105230,0.118853605
105231,0.263432234
105239,0.026278157
105242,0.179699884
105244,0.065183312
105245,0.034103401
105248,0.027250228
105249,0.028275022
105266,0.089493263
105271,0.262393068
105276,0.027240529
105282,0.015497327
105292,0.098712472
105297,0.008567054
105332,0.057030508
105333,0.014786463
105343,0.132380004
105344,0.018896749
105345,0.071022679
105357,0.0178524
105359,0.09062569
105366,0.096206034
105367,0.028896168
105370,0.007580025
105377,0.038785363
105390,0.02047057
105399,0.011895717
105403,0.121428611
105404,0.055979984
105414,0.013327632
105417,0.052231641
105425,0.19281323
105452,0.229615121
105454,0.152049081
105456,0.060405212
105470,0.031254977
105471,0.030116124
105483,0.179304001
105493,0.132486132
105508,0.052637751
105514,0.025105028
105515,0.010623193
105528,0.127015172
105529,0.01155141
105531,0.020232713
105532,0.030846733
105558,0.009847207
105574,0.014505508
105578,0.008649854
105584,0.308746598
105595,0.053086663
105617,0.309852242
105618,0.060784851
105621,0.036817721
105625,0.048748723
105629,0.040162248
105630,0.017551918
105634,0.025470251
105635,0.013287255
105641,0.085242279
105647,0.161202123
105648,0.084657881
105655,0.018683557
105657,0.015064413
105672,0.160161176
105678,0.224246516
105682,0.114701646
105691,0.026300952
105692,0.02831393
105706,0.028838167
105712,0.031934295
105720,0.025745346
105734,0.012234846
105735,0.020725407
105736,0.158540806
105737,0.019155202
105738,0.140696131
105740,0.205342925
105744,0.03845152
105747,0.020961823
105749,0.13873025
105754,0.032080264
105758,0.066024487
105760,0.018479581
105767,0.211148257
105784,0.065845195
105791,0.015777902
105802,0.273305951
105807,0.246694135
105809,0.056047071
105816,0.050826339
105817,0.016479193
105824,0.036736877
105832,0.033211007
105856,0.022277618
105865,0.044265442
105899,0.403106537
105906,0.021260638
105916,0.057063498
105923,0.080198099
105937,0.054508764
105965,0.052375999
105966,0.067147052
105968,0.049100893
105973,0.04609917
105976,0.176706098
105978,0.096944703
105979,0.028137086
105991,0.154138341
105998,0.144237887
105999,0.018574238
106000,0.054326797
106001,0.024597883
106010,0.315689379
106011,0.012194229
106013,0.083757768
106015,0.011338582
106026,0.01549341
106032,0.021463501
106035,0.312474241
106040,0.042253915
106041,0.299716478
106044,0.013267716
106053,0.063903015
106054,0.016510034
106065,0.092716925
106081,0.069140662
106083,0.122266875
106087,0.012405829
106090,0.071328811
106101,0.028112162
106102,0.078993514
106109,0.045126681
106116,0.059384923
106150,0.006860334
106155,0.119823508
106166,0.019342631
106176,0.175803331
106189,0.026467585
106199,0.138306806
106205,0.160200135
106206,0.093168721
106211,0.018494793
106214,0.060873733
106216,0.056097302
106217,0.087406262
106225,0.031439378
106249,0.020876826
106256,0.048385763
106258,0.037628242
106261,0.051943743
106262,0.047940338
106264,0.00970929
106271,0.010385639
106276,0.017906565
106277,0.090263218
106286,0.047359155
106293,0.029712263
106295,0.029685956
106296,0.007197391
106297,0.059516321
106298,0.039566106
106311,0.058579593
106314,0.035447828
106320,0.028986536
106334,0.043587582
106346,0.030799431
106347,0.034832218
106349,0.076578499
106354,0.112508145
106360,0.010937785
106373,0.111824924
106377,0.012749534
106386,0.102343647
106387,0.066445173
106391,0.021266746
106401,0.41973571
106411,0.058608906
106413,0.372537312
106426,0.353019665
106427,0.062696639
106428,0.122421112
106434,0.068152743
106438,0.011984314
106440,0.015024169
106441,0.035735121
106452,0.115960501
106453,0.072722795
106454,0.033031188
106457,0.079890864
106484,0.023769736
106488,0.029437129
106491,0.224172393
106514,0.14180396
106527,0.074609144
106528,0.021527724
106529,0.011120539
106534,0.245042535
106550,0.181723861
106577,0.030695753
106585,0.094127902
106590,0.005085002
106607,0.08259881
106610,0.098784563
106611,0.03719358
106612,0.053757544
106624,0.043121191
106631,0.008819173
106647,0.2850345
106660,0.20822346
106674,0.017011718
106687,0.009928006
106712,0.038872112
106713,0.035816975
106717,0.064167527
106720,0.051581955
106721,0.071246809
106724,0.060500617
106735,0.044114209
106739,0.073532684
106740,0.051118563
106754,0.111172522
106760,0.299044791
106761,0.077330042
106784,0.092762485
106787,0.030447749
106797,0.008160875
106798,0.080301823
106802,0.095775182
106803,0.033034631
106804,0.156451382
106805,0.014009034
106810,0.168045477
106812,0.142070391
106813,0.071642653
106817,0.080061674
106822,0.063605986
106823,0.037075342
106827,0.010423273
106841,0.031201273
106851,0.151438493
106852,0.027006126
106853,0.128262992
106854,0.580851182
106861,0.053922202
106873,0.039558464
106877,0.018799487
106878,0.015124582
106881,0.097451603
106900,0.023165137
106906,0.021253908
106907,0.068389752
106914,0.069410604
106916,0.101943029
106924,0.009194135
106931,0.031111702
106936,0.071754519
106937,0.18472007
106938,0.014288299
106939,0.04375077
106943,0.034912718
106944,0.117052662
106967,0.075733997
106980,0.012075903
106986,0.051984611
106987,0.018406526
106990,0.01420913
107013,0.009494178
107023,0.081129787
107033,0.043734885
107037,0.064818135
107048,0.027771215
107071,0.062740223
107081,0.00724261
107113,0.133654172
107130,0.037514508
107131,0.032648307
107145,0.061033359
107156,0.117484734
107219,0.091597898
107222,0.10213933
107223,0.240371742
107232,0.316859717
107245,0.039033925
107246,0.083306857
107247,0.07516268
107256,0.007892544
107259,0.012029995
107260,0.007827223
107279,0.179274601
107280,0.075072594
107281,0.013697541
107285,0.241990066
107329,0.011016021
107337,0.126361163
107349,0.150628022
107350,0.027744166
107351,0.007919649
107359,0.132238227
107391,0.040427192
107394,0.019537268
107395,0.02471671
107406,0.110401382
107416,0.150890585
107417,0.013329281
107418,0.071384684
107419,0.040387325
107444,0.014046649
107445,0.023304183
107446,0.059236035
107460,0.157058747
107470,0.064525391
107475,0.030513599
107520,0.03345258
107526,0.229648812
107527,0.016549372
107530,0.008335765
107532,0.056909772
107534,0.07926891
107535,0.029188713
107554,0.100424127
107556,0.020243713
107559,0.106408499
107561,0.010398576
107564,0.045398117
107566,0.019590582
107571,0.061792103
107590,0.143888385
107602,0.108196823
107625,0.047586134
107626,0.383145579
107635,0.014857003
107636,0.059924714
107645,0.020288578
107652,0.099149003
107655,0.025571753
107668,0.060869237
107670,0.03793804
107677,0.010539862
107680,0.23819566
107683,0.189052159
107684,0.012262526
107691,0.011536573
107692,0.078097986
107703,0.022323901
107709,0.013360997
107710,0.126106437
107721,0.021476744
107725,0.135471309
107727,0.144463829
107739,0.016864414
107740,0.03569767
107741,0.027651344
107747,0.021431215
107765,0.126056433
107768,0.008948236
107775,0.104414297
107782,0.408138698
107790,0.017276149
107801,0.018704192
107807,0.014114258
107811,0.027309352
107817,0.130760218
107826,0.0370141
107838,0.126239717
107839,0.019852223
107843,0.089317443
107847,0.093191218
107849,0.069143215
107850,0.106739489
107867,0.05865766
107871,0.068618241
107908,0.038110869
107913,0.094478307
107927,0.014244866
107931,0.020429797
107955,0.025851226
107962,0.080657265
107977,0.031623225
107978,0.045369639
107993,0.016404513
108010,0.077810179
108016,0.043853772
108018,0.309552046
108027,0.214644928
108045,0.331299653
108069,0.114586501
108082,0.011764235
108089,0.095673893
108092,0.041017761
108106,0.016218609
108112,0.087216842
108120,0.102039729
108122,0.247744287
108135,0.005200704
108170,0.013956172
108171,0.055370535
108177,0.011671554
108180,0.123929231
108183,0.01292692
108184,0.027809016
108185,0.045567199
108192,0.06700288
108195,0.32724898
108196,0.105659115
108218,0.02203005
108219,0.053986956
108243,0.064560775
108249,0.007781537
108251,0.030571224
108274,0.035132935
108280,0.286075474
108289,0.086799037
108292,0.037343341
108295,0.052241226
108327,0.024876793
108332,0.047990599
108346,0.031834086
108349,0.356013493
108353,0.041766695
108362,0.025132117
108363,0.031565739
108377,0.185003088
108378,0.056520855
108381,0.02312921
108383,0.270522705
108390,0.070216082
108407,0.016562955
108408,0.019940678
108411,0.080371549
108412,0.047553633
108419,0.033482136
108436,0.257572108
108437,0.20163149
108438,0.165707061
108441,0.024456267
108448,0.008928417
108449,0.043463176
108466,0.023129464
108467,0.183962974
108473,0.033538239
108474,0.053742153
108476,0.01943659
108479,0.019697743
108486,0.010433953
108493,0.015779408
108501,0.025038101
108506,0.2005261
108510,0.023762374
108511,0.009740206
108514,0.091374432
108517,0.017517813
108519,0.071275185
108522,0.023249143
108548,0.101795294
108554,0.037495904
108555,0.094640543
108559,0.097034272
108562,0.02478416
108571,0.118772801
108572,0.036823131
108579,0.020031786
108583,0.035481218
108584,0.007456704
108592,0.03316167
108602,0.013713253
108609,0.011813903
108613,0.196572875
108616,0.075724713
108618,0.050207111
108620,0.01825007
108643,0.016170619
108649,0.026892952
108654,0.117258024
108655,0.008598523
108656,0.027717016
108667,0.169849947
108668,0.067776612
108682,0.059384848
108690,0.028882501
108691,0.051823648
108692,0.073927725
108695,0.036597991
108699,0.037097193
108710,0.264572112
108718,0.220887084
108739,0.062705383
108740,0.011785666
108741,0.010411682
108742,0.016722373
108763,0.005918072
108767,0.114472939
108769,0.166998196
108779,0.111123186
108788,0.026236874
108801,0.036722491
108802,0.030272061
108810,0.047789745
108811,0.01025125
108813,0.021503649
108814,0.109900768
108825,0.029381753
108826,0.102051687
108830,0.051654892
108834,0.048872737
108852,0.020135468
108887,0.203775517
108901,0.073523591
108908,0.015623426
108910,0.037464308
108920,0.060419062
108922,0.018171338
108929,0.334452201
108930,0.01132222
108937,0.035959707
108938,0.03023275
108943,0.100829612
108948,0.041446543
108953,0.053963736
108956,0.071186835
108965,0.013134511
108985,0.066410574
108986,0.095444987
108987,0.010661496
108990,0.014037114
108991,0.019591211
108993,0.367264917
109000,0.091783075
109001,0.079779924
109012,0.329074477
109014,0.060829296
109015,0.197371519
109021,0.069557729
109037,0.045720858
109042,0.16074053
109044,0.032633471
109046,0.43191443
109064,0.005791096
109084,0.054664021
109086,0.032677415
109092,0.005752043
109093,0.098281103
109100,0.191197411
109101,0.010156524
109110,0.027317922
109114,0.193821434
109126,0.130820056
109152,0.025879099
109162,0.035968967
109167,0.056128498
109168,0.034304181
109169,0.0098999
109179,0.026811453
109184,0.066895902
109191,0.06833888
109192,0.100356662
109193,0.017246121
109196,0.06132488
109206,0.040719454
109210,0.015771693
109244,0.02730417
109249,0.012772796
109273,0.020119202
109276,0.310613028
109281,0.028256317
109287,0.118283281
109297,0.056000479
109298,0.047567316
109306,0.014738134
109309,0.075478385
109321,0.145799214
109328,0.19809167
109336,0.009554562
109342,0.098854577
109346,0.026807337
109347,0.087031945
109348,0.060989029
109362,0.083789829
109363,0.04268746
109367,0.027438082
109370,0.010544744
109393,0.126348973
109405,0.016279269
109413,0.11853494
109414,0.457171481
109421,0.032817609
109427,0.064323674
109428,0.086613576
109429,0.129193219
109437,0.020140669
109443,0.027600886
109461,0.05050244
109468,0.133589835
109469,0.011879683
109471,0.063468523
109479,0.068892877
109484,0.009554317
109501,0.133794889
109505,0.101498988
109535,0.017693052
109539,0.012984514
109544,0.114468256
109545,0.009005092
109551,0.133200409
109553,0.015725796
109555,0.049996503
109561,0.070304864
109580,0.016189156
109583,0.472378412
109593,0.178121205
109604,0.154772966
109620,0.047909888
109635,0.02403176
109637,0.128370648
109638,0.134373404
109642,0.052330261
109649,0.021533601
109652,0.035331165
109656,0.027379758
109663,0.055212366
109696,0.078728616
109700,0.210005938
109709,0.077461631
109735,0.017366581
109740,0.033257688
109741,0.028901569
109749,0.058624274
109764,0.021899409
109771,0.04905074
109772,0.012265661
109773,0.09875974
109798,0.044479397
109802,0.262143292
109804,0.03030027
109813,0.041934036
109818,0.067318656
109848,0.127135473
109850,0.014998289
109851,0.032828023
109855,0.012693386
109871,0.184621817
109877,0.054462746
109883,0.010752661
109886,0.013451044
109905,0.054739936
109936,0.222223609
109950,0.042823545
109958,0.060729804
109959,0.092825866
109969,0.01831118
109971,0.02065055
109984,0.022111599
109985,0.165840454
109988,0.022276686
109992,0.095199905
110005,0.029906172
110009,0.038581019
110011,0.083115664
110014,0.031612089
110026,0.021996516
110042,0.033752146
110058,0.014340598
110069,0.078834046
110080,0.016501201
110087,0.038101566
110091,0.095733247
110094,0.045112784
110098,0.128158349
110105,0.053242508
110117,0.075896032
110136,0.075707067
110138,0.114173159
110149,0.081766532
110164,0.058372868
110202,0.100622857
110212,0.011259654
110226,0.007271697
110236,0.026415526
110249,0.012951225
110257,0.0821089
110258,0.013459772
110277,0.019139094
110282,0.017905909
110284,0.074236302
110286,0.087399592
110289,0.014992689
110304,0.010882656
110319,0.073753124
110324,0.162186456
110326,0.014620198
110335,0.017722665
110337,0.076073898
110338,0.02568122
110343,0.058053869
110345,0.021543972
110347,0.093331252
110355,0.012345338
110359,0.055331736
110360,0.064888235
110364,0.067536396
110371,0.083767008
110372,0.036739178
110376,0.07513782
110379,0.125746883
110380,0.023771768
110393,0.032677157
110401,0.351604403
110406,0.016855861
110411,0.046948895
110416,0.012392233
110420,0.016457676
110443,0.013726775
110465,0.028719431
110468,0.024093962
110469,0.178655586
110471,0.127722824
110487,0.188477472
110491,0.22642332
110504,0.119345596
110547,0.024146428
110550,0.04527882
110559,0.191040975
110578,0.136002946
110582,0.045633822
110590,0.017880083
110598,0.065573143
110601,0.288624588
110602,0.044952626
110604,0.024987461
110625,0.123764623
110626,0.104202242
110636,0.462788124
110637,0.035297699
110638,0.131360038
110646,0.029829532
110648,0.018652635
110652,0.026748866
110681,0.022266211
110682,0.142356291
110687,0.131276892
110691,0.011333716
110694,0.061860276
110695,0.021690787
110696,0.22756268
110708,0.012233718
110710,0.00772595
110717,0.081121132
110730,0.038132751
110740,0.020221525
110742,0.033462515
110747,0.028091856
110761,0.035653234
110766,0.018700319
110769,0.022064235
110774,0.103984727
110803,0.023822653
110805,0.016497972
110809,0.291984534
110827,0.096686021
110832,0.01591265
110839,0.055344243
110859,0.210722321
110861,0.017164901
110863,0.201561776
110865,0.075731935
110881,0.135901206
110889,0.034363471
110891,0.016862953
110894,0.011323977
110895,0.095010396
110907,0.364694826
110914,0.054791088
110933,0.026014229
110934,0.007187129
110937,0.031905752
110953,0.019083364
110954,0.103284388
110958,0.096591918
110970,0.076384218
110974,0.084256179
110977,0.076492241
110989,0.013070054
110993,0.488867249
110994,0.123416145
111018,0.009645153
111019,0.021029621
111030,0.02278744
111032,0.223459736
111041,0.017928829
111045,0.028326747
111048,0.018532875
111052,0.031856353
111070,0.217093923
111084,0.121486512
111091,0.063731902
111104,0.01060907
111108,0.042143995
111112,0.018657328
111127,0.009109247
111142,0.114049796
111146,0.410514742
111165,0.054904124
111168,0.016635246
111169,0.447686352
111172,0.025620307
111173,0.011537091
111174,0.042163451
111175,0.346273894
111176,0.084861606
111177,0.049827624
111180,0.025622336
111182,0.031533586
111192,0.009729827
111194,0.188223053
111196,0.317368467
111197,0.033908743
111198,0.065051649
111205,0.05039154
111207,0.034777168
111222,0.010232323
111228,0.030036703
111233,0.015757373
111256,0.071501169
111258,0.009049062
111262,0.019258283
111263,0.099139025
111267,0.024861929
111269,0.025525279
111276,0.048389348
111277,0.271368666
111279,0.071562557
